region,source_file,name,theme,dessert,purpose,mood,must
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,케주베이커리부티크 전대예대점,포토존/인스타|모던/깔끔,케이크|베이커리/빵|초콜릿/디저트특화,공부/작업,조용함|아늑함|힐링,시그니처/대표메뉴|테이크아웃
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,쿠크당,뷰맛집|포토존/인스타|정원/가든|모던/깔끔|한옥/전통,초콜릿/디저트특화|쿠키/구움과자|베이커리/빵|케이크,반려견동반|공부/작업|모임/단체|가족/키즈,조용함|아늑함|쾌적함|힐링,테이크아웃|주차가능|반려견동반|예약/단체
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,크레버터 하우스,포토존/인스타|모던/깔끔|뷰맛집|정원/가든|대형카페,케이크|초콜릿/디저트특화|크레페/와플|베이커리/빵|브런치/샌드위치|쿠키/구움과자,데이트|모임/단체|반려견동반|공부/작업,조용함|쾌적함|아늑함,시그니처/대표메뉴|주차가능|테이크아웃|예약/단체
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,크레센트,포토존/인스타|정원/가든|모던/깔끔|뷰맛집,베이커리/빵|케이크|쿠키/구움과자|브런치/샌드위치|크레페/와플|초콜릿/디저트특화,브런치/식사|가족/키즈,조용함|아늑함,콘센트/와이파이|시그니처/대표메뉴|주차가능|예약/단체
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,하이데이지,포토존/인스타|뷰맛집|빈티지/레트로|정원/가든,케이크|베이커리/빵|브런치/샌드위치|초콜릿/디저트특화|쿠키/구움과자|빙수,가족/키즈|반려견동반|브런치/식사|데이트,조용함|아늑함|활기/캐주얼|쾌적함,주차가능|테이크아웃|시그니처/대표메뉴|반려견동반
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,해롱해롱,,마카롱|초콜릿/디저트특화|쿠키/구움과자|케이크,,,예약/단체
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,화순하다랩,포토존/인스타|뷰맛집|모던/깔끔|정원/가든|빈티지/레트로|대형카페,케이크|베이커리/빵|브런치/샌드위치|빙수|쿠키/구움과자|초콜릿/디저트특화,브런치/식사|가족/키즈|공부/작업|데이트,조용함|아늑함|쾌적함|힐링,주차가능|시그니처/대표메뉴|예약/단체|키즈/유모차
광주 동구,gwangju_dessert_cafes_blog_links_donggu,그랩앤고,포토존/인스타|뷰맛집|모던/깔끔|한옥/전통,크레페/와플|아이스크림/젤라또|케이크|초콜릿/디저트특화|쿠키/구움과자|베이커리/빵,모임/단체|데이트|브런치/식사|가족/키즈,조용함|아늑함|쾌적함,테이크아웃|시그니처/대표메뉴|주차가능|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,네이비소셜클럽,포토존/인스타|테라스/야외|뷰맛집|빈티지/레트로|모던/깔끔|대형카페,쿠키/구움과자|케이크|아이스크림/젤라또|베이커리/빵|초콜릿/디저트특화|브런치/샌드위치,반려견동반|데이트|가족/키즈|모임/단체,조용함|아늑함|쾌적함|힐링,주차가능|시그니처/대표메뉴|테이크아웃|반려견동반
광주 동구,gwangju_dessert_cafes_blog_links_donggu,달정원,정원/가든|포토존/인스타,브런치/샌드위치|베이커리/빵,브런치/식사|드라이브/산책,조용함|힐링|아늑함,시그니처/대표메뉴|주차가능|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,동명당,포토존/인스타|뷰맛집|모던/깔끔,초콜릿/디저트특화|케이크|쿠키/구움과자|아이스크림/젤라또|빙수,모임/단체,조용함|아늑함,주차가능|테이크아웃|시그니처/대표메뉴|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,디저트39 광주충장점,포토존/인스타|대형카페|뷰맛집,케이크,공부/작업|모임/단체|데이트|반려견동반,아늑함|조용함,주차가능|시그니처/대표메뉴|반려견동반|콘센트/와이파이
광주 동구,gwangju_dessert_cafes_blog_links_donggu,딜라이트베이크샵,정원/가든|포토존/인스타,케이크|베이커리/빵|쿠키/구움과자,,,테이크아웃|주차가능|예약/단체|시그니처/대표메뉴
광주 동구,gwangju_dessert_cafes_blog_links_donggu,래터레인,포토존/인스타|빈티지/레트로|뷰맛집|모던/깔끔|한옥/전통|대형카페,쿠키/구움과자|초콜릿/디저트특화|베이커리/빵|아이스크림/젤라또|케이크,데이트|가족/키즈|공부/작업|브런치/식사,아늑함|조용함|쾌적함|힐링,주차가능|시그니처/대표메뉴|테이크아웃|키즈/유모차
광주 동구,gwangju_dessert_cafes_blog_links_donggu,러블리카페,대형카페|포토존/인스타|모던/깔끔,,모임/단체|가족/키즈,쾌적함|조용함|아늑함,주차가능|시그니처/대표메뉴|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,레파스 학동점,포토존/인스타|뷰맛집|빈티지/레트로|대형카페|모던/깔끔|정원/가든,베이커리/빵|브런치/샌드위치|쿠키/구움과자|초콜릿/디저트특화,브런치/식사|모임/단체|공부/작업|가족/키즈,조용함|아늑함|쾌적함|힐링,주차가능|시그니처/대표메뉴|테이크아웃|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,로맨틱뮤지엄,포토존/인스타|테라스/야외|정원/가든,케이크|쿠키/구움과자|크레페/와플|초콜릿/디저트특화|아이스크림/젤라또,공부/작업|가족/키즈|반려견동반|데이트,조용함|쾌적함,주차가능|반려견동반|키즈/유모차|콘센트/와이파이
광주 동구,gwangju_dessert_cafes_blog_links_donggu,로우 딥 빙 스틸,포토존/인스타|모던/깔끔|뷰맛집,베이커리/빵|아이스크림/젤라또|쿠키/구움과자|초콜릿/디저트특화,드라이브/산책|반려견동반|데이트|공부/작업,조용함|아늑함|쾌적함|힐링,시그니처/대표메뉴|주차가능|테이크아웃|반려견동반
광주 동구,gwangju_dessert_cafes_blog_links_donggu,빈드럭스,대형카페|뷰맛집|포토존/인스타|정원/가든|테라스/야외|빈티지/레트로,베이커리/빵|쿠키/구움과자|초콜릿/디저트특화|아이스크림/젤라또|브런치/샌드위치|케이크,공부/작업|드라이브/산책|모임/단체|가족/키즈,조용함|힐링|쾌적함|아늑함,주차가능|시그니처/대표메뉴|예약/단체|콘센트/와이파이
광주 동구,gwangju_dessert_cafes_blog_links_donggu,소맥베이커리,대형카페|포토존/인스타|모던/깔끔|뷰맛집|빈티지/레트로|한옥/전통,베이커리/빵|케이크|쿠키/구움과자|브런치/샌드위치|초콜릿/디저트특화,브런치/식사|모임/단체|가족/키즈|데이트,조용함|아늑함|힐링|쾌적함,주차가능|시그니처/대표메뉴|예약/단체|테이크아웃
광주 동구,gwangju_dessert_cafes_blog_links_donggu,솔티드머랭,모던/깔끔,케이크|마카롱|초콜릿/디저트특화|베이커리/빵,가족/키즈,,주차가능|테이크아웃|시그니처/대표메뉴|키즈/유모차
광주 동구,gwangju_dessert_cafes_blog_links_donggu,수선화 플라워카페,포토존/인스타|정원/가든|한옥/전통,쿠키/구움과자,공부/작업|가족/키즈,아늑함|힐링,콘센트/와이파이|예약/단체|시그니처/대표메뉴|키즈/유모차
광주 동구,gwangju_dessert_cafes_blog_links_donggu,스콘스,포토존/인스타|뷰맛집|모던/깔끔,쿠키/구움과자|베이커리/빵|초콜릿/디저트특화,가족/키즈|데이트,아늑함|힐링|조용함,테이크아웃|시그니처/대표메뉴|주차가능|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,시스살롱,포토존/인스타|정원/가든|모던/깔끔|뷰맛집|한옥/전통,마카롱|케이크|쿠키/구움과자|베이커리/빵|초콜릿/디저트특화|아이스크림/젤라또,가족/키즈|공부/작업|반려견동반|브런치/식사,아늑함|조용함|힐링|쾌적함,테이크아웃|주차가능|시그니처/대표메뉴|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,아멜리아,포토존/인스타|뷰맛집|모던/깔끔,케이크,데이트|공부/작업|모임/단체,,주차가능|테이크아웃|시그니처/대표메뉴|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,아우스밀,포토존/인스타|빈티지/레트로|테라스/야외|뷰맛집|정원/가든|모던/깔끔,베이커리/빵|쿠키/구움과자|케이크|초콜릿/디저트특화|브런치/샌드위치|아이스크림/젤라또,가족/키즈|브런치/식사|드라이브/산책|공부/작업,조용함|쾌적함|아늑함|힐링,테이크아웃|시그니처/대표메뉴|예약/단체|키즈/유모차
광주 동구,gwangju_dessert_cafes_blog_links_donggu,아프레시,포토존/인스타|뷰맛집|테라스/야외|빈티지/레트로|한옥/전통|정원/가든,베이커리/빵|브런치/샌드위치|쿠키/구움과자|케이크|초콜릿/디저트특화|빙수,브런치/식사|가족/키즈|모임/단체|반려견동반,힐링|조용함|쾌적함|아늑함,주차가능|시그니처/대표메뉴|테이크아웃|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,에브르인테라스,테라스/야외|뷰맛집|루프탑|대형카페|포토존/인스타|정원/가든,쿠키/구움과자|케이크|베이커리/빵|초콜릿/디저트특화|브런치/샌드위치|아이스크림/젤라또,데이트|가족/키즈|모임/단체|반려견동반,조용함|힐링|쾌적함|아늑함,주차가능|시그니처/대표메뉴|예약/단체|키즈/유모차
광주 동구,gwangju_dessert_cafes_blog_links_donggu,엠버스 베이크샵,포토존/인스타|테라스/야외|대형카페|뷰맛집|모던/깔끔|한옥/전통,베이커리/빵|케이크|쿠키/구움과자|초콜릿/디저트특화|아이스크림/젤라또,모임/단체|공부/작업|가족/키즈|데이트,조용함|아늑함|쾌적함|힐링,주차가능|시그니처/대표메뉴|예약/단체|콘센트/와이파이
광주 동구,gwangju_dessert_cafes_blog_links_donggu,오리엔스,한옥/전통|포토존/인스타|정원/가든|빈티지/레트로|뷰맛집|모던/깔끔,베이커리/빵|쿠키/구움과자|케이크,브런치/식사|모임/단체|드라이브/산책|가족/키즈,아늑함|쾌적함|조용함|힐링,시그니처/대표메뉴|주차가능|예약/단체|테이크아웃
광주 동구,gwangju_dessert_cafes_blog_links_donggu,오버롤,포토존/인스타|빈티지/레트로|뷰맛집,케이크|초콜릿/디저트특화|쿠키/구움과자,데이트|브런치/식사|가족/키즈|모임/단체,아늑함|힐링,주차가능|키즈/유모차|시그니처/대표메뉴
광주 동구,gwangju_dessert_cafes_blog_links_donggu,올데이피크닉,테라스/야외|포토존/인스타|뷰맛집|정원/가든|대형카페|모던/깔끔,크레페/와플|아이스크림/젤라또|케이크|빙수|쿠키/구움과자|초콜릿/디저트특화,데이트|모임/단체,힐링|조용함|아늑함|쾌적함,주차가능|시그니처/대표메뉴|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,울림,대형카페|포토존/인스타|테라스/야외|모던/깔끔|뷰맛집|정원/가든,케이크|쿠키/구움과자|크레페/와플|아이스크림/젤라또|초콜릿/디저트특화|베이커리/빵,공부/작업|데이트|가족/키즈|모임/단체,아늑함|조용함|쾌적함|힐링,주차가능|시그니처/대표메뉴|콘센트/와이파이|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,인세인쿠키,포토존/인스타|모던/깔끔|한옥/전통,쿠키/구움과자|초콜릿/디저트특화|베이커리/빵,모임/단체|브런치/식사|가족/키즈|공부/작업,조용함|아늑함|힐링,시그니처/대표메뉴|테이크아웃|주차가능|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,인포레,대형카페|정원/가든|뷰맛집|테라스/야외|포토존/인스타|루프탑,베이커리/빵|빙수|쿠키/구움과자|브런치/샌드위치,반려견동반|가족/키즈|모임/단체|드라이브/산책,조용함|힐링|아늑함,반려견동반|주차가능|시그니처/대표메뉴|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,치너스,포토존/인스타|뷰맛집|루프탑|대형카페|테라스/야외|정원/가든,케이크|베이커리/빵|초콜릿/디저트특화|브런치/샌드위치|쿠키/구움과자|아이스크림/젤라또,브런치/식사|모임/단체|데이트|가족/키즈,조용함|아늑함|쾌적함,주차가능|테이크아웃|시그니처/대표메뉴|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,카카오브릭,포토존/인스타|모던/깔끔|뷰맛집|한옥/전통|대형카페,초콜릿/디저트특화|케이크|베이커리/빵,데이트|가족/키즈|공부/작업|모임/단체,조용함|아늑함|쾌적함,테이크아웃|주차가능|시그니처/대표메뉴|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,카페 마루,뷰맛집|포토존/인스타|테라스/야외|모던/깔끔|빈티지/레트로|한옥/전통,케이크|베이커리/빵,데이트|드라이브/산책|공부/작업|가족/키즈,힐링|아늑함|조용함|쾌적함,주차가능|시그니처/대표메뉴|콘센트/와이파이|키즈/유모차
광주 동구,gwangju_dessert_cafes_blog_links_donggu,카페도심,포토존/인스타|빈티지/레트로|모던/깔끔|뷰맛집|한옥/전통|정원/가든,케이크|아이스크림/젤라또|베이커리/빵,모임/단체|데이트|가족/키즈|드라이브/산책,쾌적함|아늑함|힐링|조용함,시그니처/대표메뉴|주차가능|예약/단체|키즈/유모차
광주 동구,gwangju_dessert_cafes_blog_links_donggu,카페뮤지엄CM,포토존/인스타,빙수,공부/작업|모임/단체|반려견동반,쾌적함|조용함,시그니처/대표메뉴|콘센트/와이파이|반려견동반|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,카페플랜비,포토존/인스타|정원/가든|뷰맛집|대형카페|모던/깔끔|빈티지/레트로,브런치/샌드위치|쿠키/구움과자|케이크|마카롱|초콜릿/디저트특화|베이커리/빵,브런치/식사|데이트|모임/단체|공부/작업,아늑함|쾌적함|조용함,주차가능|예약/단체|콘센트/와이파이|테이크아웃
광주 동구,gwangju_dessert_cafes_blog_links_donggu,카페호시정,포토존/인스타|정원/가든|뷰맛집|테라스/야외|모던/깔끔|한옥/전통,케이크,모임/단체|데이트|가족/키즈|브런치/식사,조용함|아늑함|쾌적함|활기/캐주얼,주차가능|시그니처/대표메뉴|예약/단체|키즈/유모차
광주 동구,gwangju_dessert_cafes_blog_links_donggu,커피메이트,포토존/인스타|뷰맛집|모던/깔끔|정원/가든|한옥/전통,초콜릿/디저트특화|케이크|쿠키/구움과자,공부/작업|데이트|모임/단체|가족/키즈,조용함|아늑함|쾌적함,시그니처/대표메뉴|주차가능|콘센트/와이파이|테이크아웃
광주 동구,gwangju_dessert_cafes_blog_links_donggu,쿠자쿠,포토존/인스타|뷰맛집|모던/깔끔|한옥/전통|테라스/야외|대형카페,케이크|쿠키/구움과자|빙수|아이스크림/젤라또|베이커리/빵,브런치/식사|가족/키즈|모임/단체|공부/작업,조용함|쾌적함|아늑함|힐링,주차가능|시그니처/대표메뉴|테이크아웃|콘센트/와이파이
광주 동구,gwangju_dessert_cafes_blog_links_donggu,쿠키즈,포토존/인스타|모던/깔끔|뷰맛집|테라스/야외|대형카페|빈티지/레트로,쿠키/구움과자|아이스크림/젤라또|초콜릿/디저트특화|베이커리/빵|케이크|브런치/샌드위치,가족/키즈|데이트|모임/단체|드라이브/산책,조용함|아늑함|힐링|쾌적함,키즈/유모차|시그니처/대표메뉴|주차가능|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,투썸플레이스 광주동명동카페거리점,대형카페|모던/깔끔|포토존/인스타,케이크|쿠키/구움과자|초콜릿/디저트특화,공부/작업|모임/단체,조용함,주차가능|시그니처/대표메뉴|콘센트/와이파이
광주 동구,gwangju_dessert_cafes_blog_links_donggu,피치핏치,포토존/인스타|뷰맛집|빈티지/레트로|정원/가든|모던/깔끔,쿠키/구움과자|초콜릿/디저트특화|베이커리/빵|케이크|크레페/와플,가족/키즈|공부/작업|데이트|모임/단체,조용함|힐링|아늑함,주차가능|시그니처/대표메뉴|테이크아웃|키즈/유모차
광주 동구,gwangju_dessert_cafes_blog_links_donggu,허니비,포토존/인스타|빈티지/레트로|모던/깔끔,초콜릿/디저트특화,,아늑함|조용함|힐링,시그니처/대표메뉴|주차가능
광주 동구,gwangju_dessert_cafes_blog_links_donggu,헤이드,포토존/인스타|모던/깔끔|뷰맛집|대형카페|한옥/전통,베이커리/빵|쿠키/구움과자|케이크|초콜릿/디저트특화|아이스크림/젤라또|브런치/샌드위치,가족/키즈|공부/작업|모임/단체|브런치/식사,쾌적함|아늑함|조용함|힐링,시그니처/대표메뉴|예약/단체|주차가능|키즈/유모차
광주 동구,gwangju_dessert_cafes_blog_links_donggu,화채업자,포토존/인스타|모던/깔끔|뷰맛집|테라스/야외|정원/가든|한옥/전통,빙수|크레페/와플|아이스크림/젤라또|초콜릿/디저트특화|베이커리/빵|쿠키/구움과자,모임/단체|반려견동반|가족/키즈|데이트,조용함|쾌적함|아늑함,주차가능|시그니처/대표메뉴|반려견동반|예약/단체
광주 동구,gwangju_dessert_cafes_blog_links_donggu,휘핑디에그,뷰맛집|포토존/인스타|테라스/야외|빈티지/레트로|모던/깔끔,쿠키/구움과자|베이커리/빵|케이크|브런치/샌드위치|아이스크림/젤라또|빙수,모임/단체|브런치/식사|가족/키즈|공부/작업,조용함|아늑함|쾌적함,예약/단체|테이크아웃|주차가능|시그니처/대표메뉴
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,esc2,대형카페|뷰맛집|루프탑|테라스/야외|모던/깔끔|정원/가든,베이커리/빵|쿠키/구움과자|브런치/샌드위치|아이스크림/젤라또|케이크|초콜릿/디저트특화,반려견동반|가족/키즈|브런치/식사|모임/단체,조용함|쾌적함|힐링|아늑함,반려견동반|주차가능|시그니처/대표메뉴|예약/단체
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,갱소년,포토존/인스타|모던/깔끔|한옥/전통|뷰맛집|빈티지/레트로|정원/가든,초콜릿/디저트특화|쿠키/구움과자|베이커리/빵|케이크|빙수,가족/키즈|데이트,조용함|아늑함|힐링|활기/캐주얼,주차가능|예약/단체|테이크아웃|시그니처/대표메뉴
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,고요커피,모던/깔끔|대형카페|포토존/인스타,아이스크림/젤라또|케이크|크레페/와플,반려견동반|모임/단체|브런치/식사|데이트,조용함|아늑함|힐링|쾌적함,주차가능|반려견동반|시그니처/대표메뉴|테이크아웃
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,광카롱,모던/깔끔,마카롱|쿠키/구움과자|초콜릿/디저트특화,,조용함,시그니처/대표메뉴|예약/단체
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,그랩앤고 크레페 첨단원로그점,포토존/인스타|뷰맛집|모던/깔끔|한옥/전통,크레페/와플|아이스크림/젤라또|케이크|초콜릿/디저트특화|베이커리/빵|쿠키/구움과자,모임/단체|브런치/식사|데이트|가족/키즈,조용함|쾌적함,테이크아웃|주차가능|예약/단체|시그니처/대표메뉴
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,꽈르르,포토존/인스타|모던/깔끔|뷰맛집|한옥/전통|정원/가든,베이커리/빵|초콜릿/디저트특화|빙수|케이크|아이스크림/젤라또,모임/단체|가족/키즈|데이트|반려견동반,아늑함|조용함|힐링|쾌적함,주차가능|예약/단체|테이크아웃|시그니처/대표메뉴
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,끌라로치즈케이크,,케이크|초콜릿/디저트특화,가족/키즈|데이트,,예약/단체
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,달달베이크카페,모던/깔끔,쿠키/구움과자|베이커리/빵|마카롱|케이크|초콜릿/디저트특화,,조용함|힐링,테이크아웃|예약/단체|주차가능|시그니처/대표메뉴
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,대설 수완점,,빙수|초콜릿/디저트특화|아이스크림/젤라또,,조용함,주차가능|시그니처/대표메뉴|테이크아웃
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,디저또,포토존/인스타|뷰맛집,초콜릿/디저트특화|케이크|마카롱|쿠키/구움과자,가족/키즈,아늑함,예약/단체|테이크아웃|주차가능|키즈/유모차
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,디저트39 하남 메가박스점,모던/깔끔,케이크|초콜릿/디저트특화,데이트,조용함,시그니처/대표메뉴|테이크아웃
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,라라브레드 송정점,포토존/인스타|루프탑|뷰맛집|대형카페|빈티지/레트로|테라스/야외,브런치/샌드위치|베이커리/빵|쿠키/구움과자|초콜릿/디저트특화|케이크,브런치/식사|모임/단체|가족/키즈|데이트,조용함|아늑함|힐링|쾌적함,주차가능|시그니처/대표메뉴|예약/단체|테이크아웃
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,리브베,대형카페|포토존/인스타|뷰맛집|한옥/전통|정원/가든|테라스/야외,브런치/샌드위치|베이커리/빵|쿠키/구움과자|케이크|초콜릿/디저트특화|아이스크림/젤라또,브런치/식사|가족/키즈|반려견동반|데이트,조용함|아늑함|힐링|활기/캐주얼,주차가능|시그니처/대표메뉴|반려견동반|예약/단체
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,마스카프,포토존/인스타|뷰맛집|모던/깔끔|빈티지/레트로,케이크|쿠키/구움과자|아이스크림/젤라또|초콜릿/디저트특화|브런치/샌드위치|베이커리/빵,가족/키즈|브런치/식사|모임/단체,조용함|아늑함|힐링|쾌적함,주차가능|시그니처/대표메뉴|키즈/유모차|테이크아웃
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,메가샵크로플 광주송정역점,뷰맛집,크레페/와플|쿠키/구움과자,공부/작업,쾌적함|조용함,콘센트/와이파이|테이크아웃
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,메종,포토존/인스타|루프탑|빈티지/레트로|테라스/야외|뷰맛집|모던/깔끔,쿠키/구움과자|베이커리/빵|케이크|크레페/와플|초콜릿/디저트특화|브런치/샌드위치,가족/키즈|데이트|공부/작업|브런치/식사,조용함|아늑함|힐링|쾌적함,주차가능|시그니처/대표메뉴|테이크아웃|키즈/유모차
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,몰레,포토존/인스타|뷰맛집|모던/깔끔|정원/가든|한옥/전통,초콜릿/디저트특화|마카롱|쿠키/구움과자|베이커리/빵|크레페/와플|케이크,모임/단체|반려견동반|가족/키즈|브런치/식사,아늑함|조용함|쾌적함,예약/단체|시그니처/대표메뉴|테이크아웃|주차가능
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,벤티프레소 광주송정점,테라스/야외,,가족/키즈|브런치/식사,,주차가능|시그니처/대표메뉴
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,본빵협동조합,뷰맛집|정원/가든|모던/깔끔|포토존/인스타,베이커리/빵|쿠키/구움과자|브런치/샌드위치|초콜릿/디저트특화|아이스크림/젤라또,드라이브/산책,아늑함,주차가능|시그니처/대표메뉴
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,사실빙 광주수완점,모던/깔끔|뷰맛집|포토존/인스타|정원/가든,빙수|아이스크림/젤라또|초콜릿/디저트특화|크레페/와플|쿠키/구움과자|베이커리/빵,모임/단체|가족/키즈|공부/작업|브런치/식사,쾌적함|아늑함|조용함|힐링,주차가능|시그니처/대표메뉴|예약/단체|테이크아웃
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,설빙 광주광산하남점,,빙수|아이스크림/젤라또|베이커리/빵|쿠키/구움과자|초콜릿/디저트특화,가족/키즈|브런치/식사,쾌적함|아늑함,시그니처/대표메뉴
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,설빙 광주호남대점,모던/깔끔,빙수|케이크|아이스크림/젤라또|크레페/와플|초콜릿/디저트특화,공부/작업|가족/키즈,쾌적함,주차가능|시그니처/대표메뉴
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,세컨드원 가든 광주수완점,대형카페|정원/가든|포토존/인스타|테라스/야외|뷰맛집|모던/깔끔,베이커리/빵|쿠키/구움과자|케이크|초콜릿/디저트특화|아이스크림/젤라또,드라이브/산책|가족/키즈|데이트|브런치/식사,조용함|쾌적함|힐링|아늑함,주차가능|시그니처/대표메뉴|테이크아웃|키즈/유모차
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,송정리,포토존/인스타|대형카페|정원/가든|모던/깔끔|뷰맛집|빈티지/레트로,빙수|케이크|쿠키/구움과자|베이커리/빵|크레페/와플|초콜릿/디저트특화,브런치/식사|가족/키즈|드라이브/산책|공부/작업,조용함|쾌적함|힐링|아늑함,주차가능|시그니처/대표메뉴|테이크아웃|예약/단체
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,슈네케 하남점,대형카페|포토존/인스타|모던/깔끔|테라스/야외|뷰맛집|정원/가든,베이커리/빵|브런치/샌드위치|쿠키/구움과자|초콜릿/디저트특화|케이크,브런치/식사|가족/키즈|반려견동반|모임/단체,조용함|아늑함|쾌적함|힐링,키즈/유모차|주차가능|반려견동반|시그니처/대표메뉴
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,슈에뜨,모던/깔끔|정원/가든,,모임/단체,조용함|아늑함,주차가능|예약/단체|시그니처/대표메뉴
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,스퀘어,대형카페|포토존/인스타|뷰맛집|모던/깔끔|테라스/야외|정원/가든,베이커리/빵|브런치/샌드위치|쿠키/구움과자|케이크|초콜릿/디저트특화|아이스크림/젤라또,브런치/식사|모임/단체|반려견동반|가족/키즈,조용함|쾌적함|아늑함|힐링,주차가능|시그니처/대표메뉴|테이크아웃|반려견동반
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,스타롱,포토존/인스타,마카롱|초콜릿/디저트특화|쿠키/구움과자|베이커리/빵|케이크,가족/키즈|모임/단체|공부/작업,조용함|아늑함|힐링,테이크아웃|예약/단체|시그니처/대표메뉴|주차가능
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,시에나카페&페스츄리,대형카페|포토존/인스타|모던/깔끔|뷰맛집,베이커리/빵|브런치/샌드위치|케이크|쿠키/구움과자|아이스크림/젤라또,공부/작업|모임/단체|가족/키즈|데이트,아늑함|쾌적함,주차가능|예약/단체|시그니처/대표메뉴|테이크아웃
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,아람,포토존/인스타|모던/깔끔|뷰맛집|정원/가든|한옥/전통,케이크|쿠키/구움과자|베이커리/빵|초콜릿/디저트특화|마카롱|아이스크림/젤라또,가족/키즈|모임/단체|공부/작업|데이트,조용함|아늑함|힐링,테이크아웃|주차가능|시그니처/대표메뉴|예약/단체
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,아싸롱,뷰맛집|포토존/인스타|모던/깔끔|빈티지/레트로,마카롱|초콜릿/디저트특화|케이크|쿠키/구움과자|베이커리/빵,가족/키즈|데이트|공부/작업|브런치/식사,조용함|아늑함|쾌적함|힐링,테이크아웃|주차가능|시그니처/대표메뉴|키즈/유모차
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,아이잇케이크,포토존/인스타|뷰맛집|테라스/야외|모던/깔끔,케이크|쿠키/구움과자|베이커리/빵|아이스크림/젤라또|초콜릿/디저트특화|빙수,가족/키즈|데이트|공부/작업|브런치/식사,조용함|아늑함|쾌적함|힐링,주차가능|테이크아웃|시그니처/대표메뉴|키즈/유모차
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,아트카페 고유,정원/가든|모던/깔끔|포토존/인스타|한옥/전통|대형카페|뷰맛집,케이크|쿠키/구움과자,가족/키즈|데이트|공부/작업|모임/단체,힐링|조용함|쾌적함|아늑함,키즈/유모차|주차가능|예약/단체|시그니처/대표메뉴
광주 광산구,gwangju_dessert_cafes_blog_links_gwanggu,엔제리너스 광주흑석점,,브런치/샌드위치|베이커리/빵,공부/작업|모임/단체|가족/키즈|브런치/식사,,주차가능|시그니처/대표메뉴|테이크아웃|예약/단체
